no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,arrival_day,booking_status
2,0,0,2,Meal Plan 2,N,Room_Type 1,286,Offline,N,0,0,117,0,260,Canceled
2,0,2,5,Meal Plan 1,Y,Room_Type 4,125,Online,N,0,0,126.51,0,213,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,138,Offline,N,0,0,80.75,0,255,Not_Canceled
2,0,2,1,Not Selected,N,Room_Type 1,56,Online,N,0,0,125.1,0,255,Canceled
1,0,2,3,Meal Plan 2,N,Room_Type 1,137,Online,N,0,0,117.3,2,359,Not_Canceled
2,0,2,5,Meal Plan 1,N,Room_Type 1,128,Offline,N,0,0,43.43,1,36,Not_Canceled
2,0,0,2,Not Selected,N,Room_Type 1,7,Online,N,0,0,116.8,1,295,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,34,Online,N,0,0,88,2,351,Not_Canceled
1,0,1,0,Meal Plan 1,N,Room_Type 1,0,Online,N,0,0,135,1,164,Not_Canceled
2,0,0,2,Meal Plan 1,Y,Room_Type 1,1,Online,N,0,0,149,0,295,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,256,Offline,N,0,0,76.67,0,258,Not_Canceled
2,0,0,1,Meal Plan 2,N,Room_Type 1,100,Offline,N,0,0,108,0,290,Canceled
1,0,2,2,Meal Plan 1,N,Room_Type 4,86,Online,N,0,0,146.6,1,311,Canceled
2,0,2,2,Not Selected,N,Room_Type 1,53,Online,N,0,0,65.75,1,64,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,81,Online,N,0,0,90.9,0,175,Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,6,Corporate,N,0,0,79,0,76,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,346,Offline,N,0,0,115,1,257,Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 4,80,Offline,N,0,0,136,0,283,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,159,Offline,N,0,0,70,0,44,Not_Canceled
2,0,2,5,Meal Plan 1,N,Room_Type 1,192,Online,N,0,0,66.71,0,149,Canceled
2,0,1,3,Not Selected,N,Room_Type 1,127,Online,N,0,0,94.5,0,214,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,37,Offline,N,0,0,95,0,287,Not_Canceled
1,0,2,2,Meal Plan 1,N,Room_Type 1,5,Online,N,0,0,99.75,0,228,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,176,Offline,N,0,0,116.1,0,252,Canceled
1,0,0,1,Not Selected,N,Room_Type 1,36,Online,N,0,0,108,1,294,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,80,Offline,N,0,0,75,0,344,Not_Canceled
3,0,2,2,Meal Plan 1,N,Room_Type 4,83,Online,N,0,0,119,2,358,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,15,Online,N,0,0,151,0,188,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 4,49,Online,N,0,0,107.1,1,87,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,204,Offline,N,0,0,100,0,126,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,71,Offline,N,0,0,120,0,166,Not_Canceled
1,0,0,2,Meal Plan 2,N,Room_Type 1,257,Offline,N,0,0,80,0,183,Not_Canceled
2,0,2,1,Meal Plan 2,N,Room_Type 4,266,Offline,N,0,0,69.36,2,339,Not_Canceled
1,0,0,1,Meal Plan 2,N,Room_Type 1,48,Offline,N,0,0,80,0,255,Not_Canceled
2,0,0,1,Meal Plan 2,N,Room_Type 1,5,Online,N,0,0,130.13,0,119,Not_Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,25,Online,N,0,0,112.25,1,280,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,221,Offline,N,0,0,65,1,291,Not_Canceled
2,0,2,5,Meal Plan 1,N,Room_Type 1,103,Online,N,0,0,83.66,1,81,Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 4,91,Online,N,0,0,140.4,0,134,Canceled
3,0,0,2,Meal Plan 1,Y,Room_Type 4,84,Online,N,0,0,176.3,0,286,Not_Canceled
3,0,1,2,Meal Plan 1,N,Room_Type 4,43,Online,N,0,0,144.9,0,242,Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 4,41,Online,N,0,0,145.2,2,289,Not_Canceled
1,0,2,1,Meal Plan 1,N,Room_Type 1,38,Offline,N,0,0,81,0,171,Canceled
3,0,2,2,Meal Plan 1,N,Room_Type 4,19,Online,N,0,0,130,1,50,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,26,Online,N,0,0,139,1,269,Not_Canceled
1,0,2,2,Meal Plan 1,N,Room_Type 1,13,Online,N,0,0,88.4,1,353,Not_Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,95,Online,N,0,0,90.9,2,305,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,110,Online,N,0,0,104.4,1,301,Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,317,Offline,N,0,0,120,0,259,Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,280,Offline,N,0,0,110,0,263,Canceled
2,1,0,4,Meal Plan 2,N,Room_Type 1,81,Online,N,0,0,152.55,1,342,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,249,Online,N,0,0,117.9,2,265,Canceled
1,0,0,1,Not Selected,N,Room_Type 1,17,Online,N,0,0,88,1,322,Not_Canceled
3,0,1,2,Meal Plan 1,N,Room_Type 4,134,Online,N,0,0,146.7,1,225,Not_Canceled
3,0,1,3,Meal Plan 1,N,Room_Type 4,169,Online,N,0,0,130.05,0,224,Canceled
2,0,1,4,Meal Plan 2,N,Room_Type 4,126,Online,N,0,0,144.5,2,195,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,0,Online,N,0,0,138,0,225,Canceled
2,1,1,2,Not Selected,N,Room_Type 1,13,Online,N,0,0,105.11,2,144,Not_Canceled
2,2,1,1,Meal Plan 1,N,Room_Type 6,10,Online,N,0,0,173,2,58,Not_Canceled
2,0,0,4,Not Selected,N,Room_Type 1,30,Online,N,0,0,99,0,104,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,18,Online,N,0,0,67.22,1,40,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,2,Offline,N,0,0,85,2,188,Not_Canceled
2,0,2,5,Not Selected,N,Room_Type 1,60,Online,N,0,0,60.27,0,185,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,305,Offline,N,0,0,89,0,309,Canceled
2,0,0,3,Meal Plan 2,N,Room_Type 1,71,Offline,N,0,0,126,1,131,Not_Canceled
1,0,0,1,Not Selected,N,Room_Type 1,28,Online,N,0,0,120,0,307,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 4,16,Online,N,0,0,64.22,0,36,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,1,Corporate,Y,1,5,65,0,69,Not_Canceled
1,0,0,1,Meal Plan 1,Y,Room_Type 1,2,Corporate,N,0,0,79,0,69,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,79,Offline,N,0,0,75,0,318,Not_Canceled
1,0,1,2,Meal Plan 1,N,Room_Type 1,114,Offline,N,0,0,75,0,183,Canceled
2,0,2,3,Meal Plan 2,N,Room_Type 2,48,Offline,N,0,0,112.88,0,299,Not_Canceled
1,0,2,4,Meal Plan 1,N,Room_Type 1,245,Offline,N,0,0,110,0,188,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,56,Offline,N,0,0,120,0,160,Not_Canceled
1,0,2,4,Meal Plan 1,N,Room_Type 1,69,Offline,N,0,0,120,0,164,Canceled
3,0,2,8,Meal Plan 1,N,Room_Type 4,151,Online,N,0,0,131.75,1,196,Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 4,216,Offline,N,0,0,75,0,115,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,7,Corporate,N,0,0,79,0,348,Not_Canceled
3,0,2,1,Meal Plan 1,N,Room_Type 1,221,Offline,N,0,0,90,0,291,Not_Canceled
1,0,1,1,Meal Plan 1,N,Room_Type 1,59,Offline,N,0,0,85,0,200,Not_Canceled
1,0,1,1,Meal Plan 1,N,Room_Type 1,4,Corporate,N,0,0,95,0,293,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 4,62,Online,N,0,0,106.2,0,92,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,338,Online,N,0,0,87.3,0,350,Canceled
2,0,1,1,Not Selected,N,Room_Type 1,97,Online,N,0,0,79.2,1,310,Canceled
2,0,0,1,Meal Plan 2,N,Room_Type 1,126,Online,N,0,0,139.5,0,216,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,39,Online,N,0,0,96.3,2,297,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,0,Corporate,N,0,0,70,0,41,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,82,Offline,N,0,0,43.33,0,86,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,305,Offline,N,0,0,89,0,309,Canceled
1,0,2,2,Meal Plan 1,N,Room_Type 1,49,Online,N,0,0,69.11,0,262,Not_Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,159,Offline,N,0,0,70.5,0,364,Not_Canceled
2,1,1,0,Meal Plan 1,N,Room_Type 1,7,Online,N,0,0,169,2,193,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,213,Offline,N,0,0,130,0,159,Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,265,Offline,N,0,0,115,1,176,Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 4,230,Online,N,0,0,98.6,1,304,Canceled
2,1,1,3,Meal Plan 1,N,Room_Type 1,27,Online,N,0,0,145.28,2,88,Not_Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,141,Offline,N,0,0,90,0,264,Canceled
1,0,1,1,Meal Plan 1,N,Room_Type 1,4,Offline,N,0,0,80,0,242,Not_Canceled
1,0,2,1,Meal Plan 1,N,Room_Type 1,3,Corporate,Y,5,51,65,1,318,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,22,Corporate,N,0,0,95,0,337,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,5,Online,N,0,0,0,0,295,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,204,Offline,N,0,0,72.75,0,283,Not_Canceled
1,0,0,4,Meal Plan 1,N,Room_Type 1,12,Online,N,0,0,85,0,306,Canceled
2,0,1,2,Meal Plan 2,N,Room_Type 1,418,Offline,N,0,0,107,0,270,Canceled
1,0,1,0,Not Selected,N,Room_Type 1,52,Online,N,0,0,118,1,241,Canceled
2,0,0,5,Not Selected,N,Room_Type 1,166,Online,N,0,0,80.75,0,187,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,118,Online,N,0,0,88.01,1,190,Not_Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,22,Online,N,0,0,124,0,263,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,116,Offline,N,0,0,70,0,59,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,26,Offline,N,0,0,120,0,160,Not_Canceled
1,0,2,2,Meal Plan 1,N,Room_Type 1,107,Online,N,0,0,127.93,0,149,Canceled
2,0,0,1,Not Selected,N,Room_Type 1,8,Online,N,0,0,119,0,146,Not_Canceled
1,2,4,10,Meal Plan 1,N,Room_Type 6,15,Online,N,0,0,236.14,1,262,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,1,Corporate,N,0,0,65,0,231,Not_Canceled
2,0,2,1,Meal Plan 1,Y,Room_Type 1,139,Online,N,0,0,129,1,156,Not_Canceled
2,0,0,2,Not Selected,N,Room_Type 1,55,Online,N,0,0,112.59,0,272,Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 4,22,Online,N,0,0,156,1,142,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 4,45,Online,N,0,0,168.3,0,133,Not_Canceled
2,1,2,2,Meal Plan 1,N,Room_Type 4,242,Online,N,0,0,95.13,1,302,Not_Canceled
2,0,2,1,Meal Plan 2,N,Room_Type 1,145,Offline,N,0,0,94.5,0,242,Not_Canceled
1,0,1,2,Meal Plan 1,N,Room_Type 1,191,Offline,N,0,0,116,0,155,Canceled
2,0,2,0,Meal Plan 1,N,Room_Type 1,76,Offline,N,0,0,102.68,0,262,Canceled
2,0,0,1,Meal Plan 2,N,Room_Type 1,219,Offline,N,0,0,108,0,248,Canceled
2,0,0,3,Meal Plan 2,N,Room_Type 1,150,Offline,N,0,0,90,1,168,Not_Canceled
2,0,1,4,Meal Plan 1,N,Room_Type 1,336,Offline,N,0,0,78,0,265,Not_Canceled
2,0,1,3,Meal Plan 2,N,Room_Type 1,13,Online,N,0,0,107.8,0,60,Not_Canceled
3,0,0,1,Meal Plan 1,N,Room_Type 4,32,Online,N,0,0,168.3,2,86,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,73,Offline,N,0,0,67.83,0,329,Not_Canceled
3,0,0,2,Meal Plan 2,N,Room_Type 4,97,Online,N,0,0,173.7,0,321,Canceled
2,0,2,1,Not Selected,N,Room_Type 1,131,Online,N,0,0,94.5,1,129,Not_Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 2,31,Online,N,0,0,81.9,1,74,Not_Canceled
3,0,0,3,Meal Plan 1,N,Room_Type 4,46,Online,N,0,0,138.6,2,343,Not_Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,52,Online,N,0,0,99,1,81,Not_Canceled
2,0,0,1,Meal Plan 2,N,Room_Type 1,221,Offline,N,0,0,96,1,225,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,346,Offline,N,0,0,115,1,257,Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,3,Online,N,0,0,126,0,285,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,335,Offline,N,0,0,80,0,287,Not_Canceled
2,1,0,2,Meal Plan 2,Y,Room_Type 1,13,Online,N,0,0,190.93,3,272,Not_Canceled
2,0,1,1,Meal Plan 2,N,Room_Type 5,96,Offline,N,0,0,138,0,272,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,1,Online,N,0,0,120,0,328,Not_Canceled
1,0,4,10,Meal Plan 1,N,Room_Type 1,17,Online,N,0,0,97.77,1,241,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,41,Offline,N,0,0,65,1,362,Not_Canceled
2,2,0,4,Meal Plan 1,N,Room_Type 6,100,Online,N,0,0,154.7,1,104,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,304,Offline,N,0,0,89,0,308,Canceled
3,0,1,3,Meal Plan 1,N,Room_Type 1,26,Offline,N,0,0,118,1,67,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 4,9,Offline,N,0,0,75,0,264,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,63,Online,N,0,0,107.1,2,245,Not_Canceled
3,0,1,2,Meal Plan 1,N,Room_Type 4,95,Online,N,0,0,151.2,2,281,Not_Canceled
2,0,1,3,Not Selected,N,Room_Type 1,94,Online,N,0,0,108,0,280,Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 4,73,Online,N,0,0,149.4,1,263,Canceled
2,0,2,4,Meal Plan 1,N,Room_Type 4,228,Online,N,0,0,115.6,2,279,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,96,Online,N,0,0,68,1,205,Canceled
2,0,2,0,Meal Plan 2,N,Room_Type 1,275,Offline,N,0,0,110,0,108,Canceled
2,0,2,3,Not Selected,N,Room_Type 1,49,Online,N,0,0,74.8,2,318,Not_Canceled
1,0,2,3,Meal Plan 1,N,Room_Type 1,20,Online,N,0,0,122.2,0,79,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,195,Online,N,0,0,89.25,1,291,Canceled
3,0,2,3,Meal Plan 1,N,Room_Type 1,243,Online,N,0,0,116.45,2,304,Canceled
2,0,3,5,Meal Plan 1,N,Room_Type 4,34,Online,N,0,0,82.94,0,285,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,19,Offline,Y,1,0,90,0,280,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,9,Online,N,0,0,149,3,259,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 4,64,Online,N,0,0,74.61,2,360,Not_Canceled
3,0,1,3,Meal Plan 1,Y,Room_Type 4,3,Online,N,0,0,156,2,88,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,71,Offline,N,0,0,120,0,166,Not_Canceled
2,0,1,0,Not Selected,N,Room_Type 1,49,Online,N,0,0,93.15,0,193,Canceled
2,0,3,8,Meal Plan 1,N,Room_Type 1,67,Online,N,0,0,76.5,0,202,Canceled
1,0,2,1,Meal Plan 1,N,Room_Type 1,16,Corporate,N,0,0,95,0,276,Not_Canceled
1,0,1,2,Meal Plan 1,N,Room_Type 1,154,Online,N,0,0,113.4,0,281,Canceled
2,0,0,3,Not Selected,N,Room_Type 1,0,Online,N,0,0,99,1,91,Not_Canceled
2,0,1,3,Not Selected,N,Room_Type 1,179,Online,N,0,0,80.75,0,200,Canceled
2,0,0,1,Not Selected,N,Room_Type 1,80,Online,N,0,0,104.49,0,173,Canceled
1,0,0,1,Not Selected,N,Room_Type 1,21,Online,N,0,0,123.2,1,315,Not_Canceled
1,0,1,0,Meal Plan 1,N,Room_Type 1,39,Online,N,0,0,129.7,0,269,Not_Canceled
2,2,0,3,Meal Plan 1,N,Room_Type 6,1,Online,N,0,0,211,0,83,Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 4,46,Offline,N,0,0,60,0,312,Not_Canceled
2,0,1,0,Not Selected,N,Room_Type 1,14,Online,N,0,0,129,2,144,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,4,Online,N,0,0,139,1,198,Not_Canceled
2,0,2,4,Meal Plan 1,N,Room_Type 4,72,Online,N,0,0,127.65,2,294,Not_Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,270,Offline,N,0,0,62.8,0,111,Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 4,66,Online,N,0,0,95.46,2,249,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,5,Online,N,0,0,89.89,3,332,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 4,32,Online,N,0,0,140,2,280,Not_Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,55,Online,N,0,0,81,2,189,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,71,Offline,N,0,0,120,0,166,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,290,Online,N,0,0,73.95,0,336,Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,61,Online,N,0,0,78.3,0,64,Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,320,Offline,N,0,0,115,1,231,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,113,Corporate,N,0,0,100,0,152,Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,72,Online,N,0,0,99.45,1,103,Not_Canceled
1,0,0,1,Meal Plan 2,N,Room_Type 1,55,Offline,N,0,0,87,0,97,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 4,13,Online,N,0,0,156,2,149,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 4,11,Online,N,0,0,145.53,2,274,Not_Canceled
2,0,1,0,Not Selected,N,Room_Type 1,155,Online,N,0,0,94.5,1,234,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,2,Corporate,N,0,0,88,0,69,Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 4,67,Online,N,0,0,123.3,1,202,Not_Canceled
2,0,1,1,Meal Plan 2,N,Room_Type 1,88,Offline,N,0,0,56.1,0,279,Not_Canceled
2,1,0,2,Meal Plan 1,N,Room_Type 1,17,Online,N,0,0,145,0,105,Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,211,Online,N,0,0,143.1,1,281,Canceled
1,2,2,4,Meal Plan 1,N,Room_Type 6,34,Online,N,0,0,181.2,0,115,Canceled
3,0,1,3,Meal Plan 1,N,Room_Type 4,28,Online,N,0,0,175.4,0,179,Canceled
1,1,1,5,Meal Plan 1,N,Room_Type 1,219,Online,N,0,0,106.25,0,298,Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 4,44,Offline,N,0,0,96.3,0,170,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,164,Offline,N,0,0,100,0,276,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,1,Corporate,N,0,0,119,1,154,Not_Canceled
2,1,2,3,Not Selected,N,Room_Type 1,225,Online,N,0,0,71.91,0,364,Canceled
2,1,2,2,Meal Plan 1,N,Room_Type 1,87,Online,N,0,0,134.1,0,227,Canceled
2,0,2,0,Not Selected,N,Room_Type 1,14,Online,N,0,0,97,0,73,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,11,Offline,N,0,0,88.5,0,297,Not_Canceled
1,0,0,1,Not Selected,N,Room_Type 1,1,Online,N,0,0,159,1,259,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,71,Offline,N,0,0,80.75,0,264,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,213,Offline,N,0,0,130,0,159,Canceled
2,0,0,4,Not Selected,N,Room_Type 1,177,Online,N,0,0,82.88,0,237,Canceled
2,0,1,1,Not Selected,N,Room_Type 1,130,Online,N,0,0,116.1,1,151,Not_Canceled
3,0,0,2,Meal Plan 1,N,Room_Type 4,65,Online,N,0,0,126,1,342,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,124,Online,N,0,0,96.3,1,179,Not_Canceled
2,0,2,3,Not Selected,N,Room_Type 1,133,Online,N,0,0,70.04,2,234,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,37,Online,N,0,0,112.2,0,84,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,28,Online,N,0,0,133.17,0,273,Not_Canceled
2,0,0,3,Not Selected,N,Room_Type 1,18,Online,N,0,0,88,2,322,Not_Canceled
1,0,2,4,Meal Plan 2,N,Room_Type 1,0,Online,N,0,0,113.33,0,310,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 4,59,Online,N,0,0,82.45,0,73,Canceled
2,0,2,5,Meal Plan 1,N,Room_Type 4,167,Online,N,0,0,104.4,1,300,Canceled
3,0,0,2,Meal Plan 1,N,Room_Type 4,74,Online,N,0,0,186.3,0,167,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,28,Corporate,N,0,0,95,0,140,Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 4,189,Online,N,0,0,109.8,0,302,Canceled
2,0,0,3,Not Selected,N,Room_Type 1,1,Online,N,0,0,78,1,348,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 4,30,Online,N,0,0,144,0,302,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,89,Offline,N,0,0,80.75,0,282,Canceled
2,0,2,5,Not Selected,N,Room_Type 1,55,Online,N,0,0,74.8,1,316,Canceled
2,0,2,4,Meal Plan 1,Y,Room_Type 1,176,Online,N,0,0,108.45,1,210,Canceled
2,0,0,1,Not Selected,N,Room_Type 1,31,Online,N,0,0,89.1,0,153,Canceled
2,0,2,0,Meal Plan 1,N,Room_Type 1,133,Offline,N,0,0,97.92,0,248,Not_Canceled
2,0,0,2,Meal Plan 1,Y,Room_Type 1,137,Online,N,0,0,135.9,2,250,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,13,Online,N,0,0,114,2,321,Not_Canceled
3,0,1,3,Meal Plan 1,N,Room_Type 4,176,Online,N,0,0,150.45,0,245,Canceled
2,0,1,1,Not Selected,N,Room_Type 1,175,Online,N,0,0,85.5,1,205,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,305,Offline,N,0,0,89,0,309,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,86,Corporate,N,0,0,90,0,253,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,258,Online,N,0,0,106.2,0,259,Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,102,Offline,N,0,0,109,0,290,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,95,Online,N,0,0,104.4,1,301,Not_Canceled
1,0,1,3,Meal Plan 1,N,Room_Type 1,162,Online,N,0,0,105.83,1,228,Canceled
2,1,1,1,Meal Plan 2,N,Room_Type 1,131,Online,N,0,0,164.25,2,214,Not_Canceled
2,0,2,5,Meal Plan 1,N,Room_Type 1,150,Online,N,0,0,107.95,1,221,Not_Canceled
2,2,0,1,Meal Plan 1,N,Room_Type 6,43,Online,N,0,0,153.9,0,61,Canceled
3,0,1,2,Meal Plan 1,N,Room_Type 1,81,Offline,N,0,0,94,0,85,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,35,Online,N,0,0,117,2,269,Not_Canceled
3,0,1,2,Meal Plan 1,N,Room_Type 1,128,Online,N,0,0,116.32,2,193,Not_Canceled
2,0,2,6,Meal Plan 1,N,Room_Type 1,66,Online,N,0,0,82.8,2,316,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 4,10,Online,N,0,0,195,2,274,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,305,Offline,N,0,0,89,0,309,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 5,15,Corporate,N,0,0,86,0,36,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,372,Online,N,0,0,93.3,0,363,Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,187,Online,N,0,0,119.85,1,266,Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 4,46,Online,N,0,0,140.4,0,137,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,19,Online,N,0,0,151,1,183,Not_Canceled
2,0,1,4,Meal Plan 1,N,Room_Type 1,206,Online,N,0,0,105.3,2,300,Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,57,Offline,N,0,0,90.67,1,162,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,94,Offline,N,0,0,80.75,0,134,Not_Canceled
2,0,2,1,Meal Plan 2,N,Room_Type 1,138,Offline,N,0,0,47.25,0,235,Not_Canceled
1,0,2,1,Not Selected,N,Room_Type 1,73,Online,N,0,0,76.5,1,94,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,37,Offline,N,0,0,95,0,287,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 6,7,Online,N,0,0,144.14,1,255,Canceled
2,0,1,4,Not Selected,N,Room_Type 1,257,Online,N,0,0,67.15,1,361,Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,257,Offline,N,0,0,101.5,0,183,Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 4,2,Online,N,0,0,106,2,349,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 4,1,Offline,N,0,0,107,0,292,Not_Canceled
2,0,2,5,Meal Plan 1,N,Room_Type 4,59,Online,N,0,0,113.41,0,103,Not_Canceled
